movie_id,tmdb_id,release_date,genres,original_language,runtime,vote_average,poster_path,title,overview
good-morning-vietnam,801,1987-12-23,"['Comedy', 'Drama', 'War']",en,121,3.6,/sreISlFUn5TyR41QNjlfAdX5SEW.jpg,"Good Morning, Vietnam","A disk jockey goes to Vietnam to work for the Armed Forces Radio Service. While he becomes popular among the troops, his superiors disapprove of his humor."
good-night-and-good-luck,3291,2005-09-16,"['Drama', 'History']",en,92,3.5,/w4QSEno2xxHqMtSr3mPUhJpO3F2.jpg,"Good Night, and Good Luck.",The story of journalist Edward R. Murrow's stand against Senator Joseph McCarthy's anti-communist witch-hunts in the early 1950s.
good-time,429200,2017-08-11,"['Crime', 'Thriller']",en,102,3.6,/yE1c9hj5Hf8a9KplAdRdhADqUro.jpg,Good Time,"After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through New York City's underworld to get his brother Nick out of jail."
good-will-hunting,489,1997-12-05,['Drama'],en,127,4.1,/z2FnLKpFi1HPO7BEJxdkv6hpJSU.jpg,Good Will Hunting,"Headstrong yet aimless, Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he secretly solves highly difficult graduate-level math problems, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he gets court-ordered therapy. Eventually, therapist Dr. Sean Maguire helps Will confront the demons that are holding him back."
goodbye-christopher-robin,418680,2017-09-29,"['Family', 'History', 'Drama']",en,107,3.5,/a6IK3hMlUHzXZZVLBTh0WZ5KoAb.jpg,Goodbye Christopher Robin,The behind the scenes story of the life of A.A. Milne and the creation of the Winnie the Pooh stories inspired by his son Christopher Robin.
goodbye-dragon-inn,56616,2003-12-12,"['Drama', 'Comedy']",zh,82,3.4,/js1uTY2FuKspVRQWLudFkEteFI5.jpg,"Goodbye, Dragon Inn","On a dark and rainy night, a historic and regal Taipei cinema sees its final film: 1967 martial arts feature ""Dragon Inn"". As the film plays, the lives of the theater's various employees and patrons intersect, and two ghostly actors arrive to mourn the passing of an era."
goodbye-to-language,114982,2014-08-15,['Drama'],fr,70,3.0,/dQ0qBocOIz5VgoEPQDptOXRwWEv.jpg,Goodbye to Language,"The idea is simple / A married woman and a single man meet / They love, they argue, fists fly / A dog strays between town and country / The seasons pass / The man and woman meet again / The dog finds itself between them / The other is in one, / the one is in the other / and they are three / The former husband shatters everything / A second film begins: / the same as the first, / and yet not / From the human race we pass to metaphor / This ends in barking / and a baby's cries / In the meantime, we will have seen people talking of the demise of the dollar, of truth in mathematics and of the death of a robin."" - JLG"
goodfellas,769,1990-09-12,"['Drama', 'Crime']",en,145,4.2,/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway."
goodnight-mommy,284303,2015-01-08,"['Horror', 'Mystery', 'Thriller']",de,100,3.4,/2qGRjDPpai1J2DBrs2Cwqm9fIx9.jpg,Goodnight Mommy,"In the heat of the summer lays a lonesome house in the countryside where nine year old twin brothers await their mother’s return.  When she comes home, bandaged after cosmetic surgery, nothing is like before and the children start to doubt whether this woman is actually who she says she is."
goodnight-mommy-2022,814800,2022-09-16,"['Horror', 'Thriller', 'Mystery']",en,91,3.1,/oHhD5jD4S5ElPNNFCDKXJAzMZ5h.jpg,Goodnight Mommy,"When twin brothers arrive home to find their mother’s demeanor altered and face covered in surgical bandages, they begin to suspect the woman beneath the gauze might not be their mother."
goon,74387,2012-01-06,"['Comedy', 'Drama']",en,92,3.2,/wZqXilGqkZ7JLYLlP36lW4GM0n1.jpg,Goon,"Doug Glatt, a slacker who discovers he has a talent for brawling, is approached by a minor league hockey coach and invited to join the team as the ""muscle."" Despite the fact that Glatt can't skate, his best friend, Pat, convinces him to give it a shot, and Glatt becomes a hero to the team and their fans, until the league's reigning goon becomes threatened by Glatt's success and decides to even the score."
goosebumps,257445,2015-08-05,"['Adventure', 'Horror', 'Comedy']",en,103,3.2,/aeZT9pqEgrmXOGdESFkAuVjX6kw.jpg,Goosebumps,"After moving to a small town, Zach Cooper finds a silver lining when he meets next door neighbor Hannah, the daughter of bestselling Goosebumps series author R.L. Stine. When Zach unintentionally unleashes real monsters from their manuscripts and they begin to terrorize the town, it’s suddenly up to Stine, Zach and Hannah to get all of them back in the books where they belong."
goosebumps-2-haunted-halloween,442062,2018-10-11,"['Comedy', 'Fantasy', 'Horror']",en,90,3.0,/t2wy38iiMpB8WsgJi3lYeDnGh2H.jpg,Goosebumps 2: Haunted Halloween,"Be careful what you wish for. With their after school junk business, best friends Sonny and Sam hope to find treasure in other people’s trash. But when cleaning out the old Stine house, they open a locked book that frees a supernatural nightmare – Slappy! Now, with the help of Sonny’s sister Sarah, they’re in a race against time to get the sinister dummy and all the creatures he’s brought to life back into the pages before he unleashes total pandemonium!"
gosford-park,5279,2001-11-07,"['Drama', 'Mystery', 'Thriller']",en,137,3.4,/7r8DeZuaaHCiOEbkqZC6MFmwJ69.jpg,Gosford Park,"In 1930s England, a group of pretentious rich and famous gather together for a weekend of relaxation at a hunting resort. But when a murder occurs, each one of these interesting characters becomes a suspect."
gothic,33516,1986-11-30,['Horror'],en,88,2.9,/xGXj6wpJimmWkQMahZryM7xB9EX.jpg,Gothic,"Living on an estate on the shores of Lake Geneva, Lord Byron is visited by Percy and Mary Shelley. Together with Byron's lover Claire Clairmont, and aided by hallucinogenic substances, they devise an evening of ghoulish tales. However, when confronted by horrors, ostensibly of their own creation, it becomes difficult to tell apparition from reality."
gothika,4970,2003-11-21,"['Horror', 'Thriller', 'Mystery']",en,98,3.0,/frSGNQcWx1ek8dCduFYCux1ho7n.jpg,Gothika,"After a car crash, criminal psychologist Dr. Miranda Grey regains consciousness only to find that she's a patient in the same mental institution that currently employs her. She's been accused of murdering her husband Dr. Douglas Grey — but she has no memory of committing the crime. As she tries to regain her memory and convince her co-worker, Dr. Pete Graham, of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt."
gotti,339103,2018-06-14,"['Crime', 'Drama', 'History', 'Thriller']",en,106,2.6,/cUCX6B0FGTsHC5D8L2CF0gJrQCm.jpg,Gotti,"John Gotti rises to the top of the New York underworld to become the boss of the Gambino crime family. His life takes a tumultuous turn as he faces tragedy, multiple trials and a prison sentence."
gozu,12487,2003-07-11,"['Crime', 'Thriller', 'Horror', 'Mystery']",ja,130,3.4,/aFpBa04u2zVOxh3kfUipKbgLzC9.jpg,Gozu,"Minami mistakenly kills a gangster associate of his named Brother. Almost as soon as the murder takes place, the body of the deceased man is gone, prompting Minami to conduct a search. While looking, he finds a mysterious isolated hotel where he decides to take a rest. Not only are the front desk clerks a bit strange, but even the ambiance feels unusual. Minami soon realizes he may have gotten more than he bargained for."
grabbers,84204,2012-08-10,"['Science Fiction', 'Comedy', 'Thriller', 'Horror', 'Mystery']",en,94,3.0,/n1CkFfuDCh4NDZgaXmyna3V0Hxc.jpg,Grabbers,"Something sinister has come to the shores of Erin Island, unbeknownst to the quaint population of this sleepy fishing village resting somewhere off Ireland’s coast. First, some fishermen go missing. Then there is the rash of whale carcasses suddenly washing up on the beach. When the murders start, it’s up to two mismatched cops – an irresponsible alcoholic and his new partner, a by-the-book woman from the mainland – to protect the townsfolk from the giant, bloodsucking, tentacled aliens that prey upon them. Their only weapon, they discover, is booze. If they want to survive the creatures’ onslaught, everyone will have to get very, very drunk!"
graduation-2016,374458,2016-05-20,['Drama'],ro,128,3.4,/FLocEtNx189qFvqRpaYArNK8w2.jpg,Graduation,"After his daughter is assaulted and left with an injury that may jeopardize her opportunity to study in the UK, a Romanian doctor decides to do whatever it takes to secure her future."
graduation-day,27420,1981-05-01,['Horror'],en,96,2.6,/bbNtkM0oFTCnFfblOzeEuaDUaZB.jpg,Graduation Day,"After the death of a high school track star during a race, a mysterious killer in a fencing mask begins murdering her friends and teachers."
gran-torino,13223,2008-12-12,['Drama'],en,116,4.0,/zUybYvxWdAJy5hhYovsXtHSWI1l.jpg,Gran Torino,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino."
gran-turismo,980489,2023-08-09,"['Adventure', 'Action', 'Drama']",en,135,3.9,/51tqzRtKMMZEYUpSYkrUE7v9ehm.jpg,Gran Turismo,The ultimate wish-fulfillment tale of a teenage Gran Turismo player whose gaming skills won him a series of Nissan competitions to become an actual professional racecar driver.
grand-hotel,33680,1932-05-25,"['Drama', 'Romance']",en,112,3.5,/g8xrpXJWzz91R4jL8ybMKMValB2.jpg,Grand Hotel,"Guests at a posh Berlin hotel struggle through worry, scandal, and heartache."
grand-illusion,777,1937-06-04,"['Drama', 'History', 'War']",fr,114,3.9,/lWg41zE0FVixkNsFgxnlRyvDYv9.jpg,Grand Illusion,"A group of French soldiers, including the patrician Captain de Boeldieu and the working-class Lieutenant Maréchal, grapple with their own class differences after being captured and held in a World War I German prison camp. When the men are transferred to a high-security fortress, they must concoct a plan to escape beneath the watchful eye of aristocratic German officer von Rauffenstein, who has formed an unexpected bond with de Boeldieu."
grand-piano,220286,2013-10-11,"['Thriller', 'Mystery']",en,90,3.0,/srDej4diwXriw1127ccpUfXRyeO.jpg,Grand Piano,"Moments before his comeback performance, a concert pianist who suffers from stage fright discovers a note written on his music sheet."
grandma-2015,309304,2015-06-04,"['Comedy', 'Drama']",en,78,3.2,/4LW20TF4NfQgHj5rZs0d0cgxRjV.jpg,Grandma,"Self-described misanthrope Elle Reid has her protective bubble burst when her 18-year-old granddaughter, Sage, shows up needing help. The two of them go on a day-long journey that causes Elle to come to terms with her past and Sage to confront her future."
grandmas-boy-2006,9900,2006-01-06,['Comedy'],en,95,3.2,/fSRdHBtisU0zhks4OjKezI3jnt7.jpg,Grandma's Boy,"Even though he's 35, Alex acts more like he's 13, spending his days as the world's oldest video game tester and his evenings developing the next big Xbox game. But when he gets kicked out of his apartment, he's forced to move in with his grandmother."
grave-encounters,50698,2011-09-09,"['Thriller', 'Horror']",en,93,3.2,/8vnsB3Rg9Gb91UOaecXRb7dYB37.jpg,Grave Encounters,A crew from a paranormal reality television show lock themselves in a haunted psychiatric hospital. They search for evidence of paranormal activity as they shoot what ends up becoming their final episode.
grave-encounters-2,134366,2012-10-12,['Horror'],en,95,2.8,/zzq1JCjsk7buXVOA0mwRH7zbHOP.jpg,Grave Encounters 2,"Tortured by the ghosts of the demonized insane asylum that killed the crew of GRAVE ENCOUNTERS, film students fight to escape death as their own paranormal investigation goes terribly wrong in this horrifying sequel."
grave-of-the-fireflies,12477,1988-04-16,"['Animation', 'Drama', 'War']",ja,89,4.2,/k9tv1rXZbOhH7eiCk378x61kNQ1.jpg,Grave of the Fireflies,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive."
graveyard-shift,19158,1990-10-26,['Horror'],en,89,2.7,/qj7ySWvdvLNeqqN6OOdEQIdnHIY.jpg,Graveyard Shift,"John Hall is a drifter who wanders into a small town in Maine. He needs a job and decides to seek employment at the community's top business: a large textile mill. He is hired to work the ""graveyard shift"" -- from around midnight to dawn -- and, along with a few others, he is charged with cleaning out the basement. This task strikes the workers as simple enough, but then, as they proceed deeper underground, they encounter an unspeakable monstrosity intent on devouring them all."
gravity-2013,49047,2013-10-03,"['Science Fiction', 'Thriller', 'Drama']",en,91,3.6,/kZ2nZw8D681aphje8NJi8EfbL1U.jpg,Gravity,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space."
grease,621,1978-07-07,"['Romance', 'Comedy']",en,110,3.7,/czVhhAaSBFpakur7U8pOIDV9NUG.jpg,Grease,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?"
grease-2,9037,1982-06-11,"['Comedy', 'Music', 'Romance']",en,115,2.6,/ufWc8AR5D66lwB2UZvZ9xvGcDSD.jpg,Grease 2,"It's 1961, two years after the original Grease gang graduated, and there's a new crop of seniors and new members of the coolest cliques on campus, the Pink Ladies and T-Birds. Michael Carrington is the new kid in school - but he's been branded a brainiac. Can he fix up an old motorcycle, don a leather jacket, avoid a rumble with the leader of the T-Birds, and win the heart of Pink Lady Stephanie?"
great-expectations,14320,1946-12-26,"['Drama', 'Romance']",en,118,3.6,/ynaFuVvW2jaG06pMV67dOhzMYfJ.jpg,Great Expectations,"In this Dickens adaptation, orphan Pip discovers through lawyer Mr. Jaggers that a mysterious benefactor wishes to ensure that he becomes a gentleman. Reunited with his childhood patron, Miss Havisham, and his first love, the beautiful but emotionally cold Estella, he discovers that the elderly spinster has gone mad from having been left at the altar as a young woman, and has made her charge into a warped, unfeeling heartbreaker."
great-expectations-1998,9410,1998-01-30,"['Comedy', 'Drama', 'Romance']",en,111,3.3,/djLsfl3lm7BZKWsKfVZ2wM1ZMrP.jpg,Great Expectations,"Loosely based on the Charles Dickens' classic novel, ""Great Expectations"" is a sensual tale of a young man's unforgettable passage into manhood, and the three individuals who will undeniably change his life forever. Through the surprising interactions of these vivid characters, ""Great Expectations"" takes a unique and contemporary look at life's great coincidences."
great-freedom,835975,2021-11-18,"['Drama', 'Romance', 'Crime']",de,116,3.6,/vbx3xp83wLo3ocdzhs3BvGHcrsF.jpg,Great Freedom,"In post-war Germany, liberation by the Allies does not mean freedom for everyone. Hans Hoffmann is repeatedly imprisoned under Paragraph 175, which criminalizes homosexuality. Nevertheless, over the decades, he continues his quest for freedom and love, even if he finds it in the most unusual places."
greed,1405,1924-12-04,"['Drama', 'Crime']",en,140,3.7,/eur2vc2BGiOocBuBLVPXySO7lRh.jpg,Greed,"A lottery win of $5,000 forever changes the lives of a miner turned dentist and his wife."
green-book,490132,2018-11-16,"['Drama', 'History']",en,130,4.1,/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,Green Book,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book."
green-lantern,44912,2011-06-14,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",en,114,2.6,/fj21HwUprqjjwTdkKC1XZurRSpV.jpg,Green Lantern,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited."
green-room,313922,2016-04-15,"['Horror', 'Crime', 'Thriller']",en,95,3.4,/evZicaR7nXe4LiD9G6QYTorcJGO.jpg,Green Room,A punk rock band is forced to fight for survival after witnessing an act of violence at a skinhead bar.
green-street-hooligans,8923,2005-09-09,"['Crime', 'Drama']",en,109,3.6,/oTxHFRSbFcCWdfJB4ozA41Yq57c.jpg,Green Street Hooligans,"After being wrongfully expelled from Harvard University, American Matt Buckner flees to his sister's home in England. Once there, he is befriended by her charming and dangerous brother-in-law, Pete Dunham, and introduced to the underworld of British football hooliganism. Matt learns to stand his ground through a friendship that develops against the backdrop of this secret and often violent world. 'Green Street Hooligans' is a story of loyalty, trust and the sometimes brutal consequences of living close to the edge."
green-zone,22972,2010-03-11,"['War', 'Action', 'Adventure', 'Drama', 'Thriller']",en,115,3.2,/A0LrAuGrCYjsOQgblk87DZMqF0B.jpg,Green Zone,"During the U.S.-led occupation of Baghdad in 2003, Chief Warrant Officer Roy Miller and his team of Army inspectors are dispatched to find weapons of mass destruction believed to be stockpiled in the Iraqi desert. Rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission."
greenberg,27583,2010-03-26,"['Comedy', 'Drama', 'Romance']",en,107,2.9,/jAsN4vPpycVxC89QlA6NYBXRuK7.jpg,Greenberg,"A New Yorker moves to Los Angeles in order to figure out his life while he housesits for his brother, and he soon sparks with his brother's assistant."
greener-grass-2019,547009,2019-10-17,['Comedy'],en,96,3.1,/eN56wiM2M84GBOQnp4TAQXcZucg.jpg,Greener Grass,Suburban soccer moms find themselves constantly competing against each other in their personal lives as their kids settle their differences on the field.
greenland,524047,2020-07-29,"['Action', 'Thriller']",en,120,3.5,/bNo2mcvSwIvnx8K6y1euAc1TLVq.jpg,Greenland,"John Garrity, his estranged wife and their young son embark on a perilous journey to find sanctuary as a planet-killing comet hurtles toward Earth. Amid terrifying accounts of cities getting levelled, the Garritys experience the best and worst in humanity. As the countdown to the global apocalypse approaches zero, their incredible trek culminates in a desperate and last-minute flight to a possible safe haven."
gregorys-girl,21764,1981-04-23,"['Comedy', 'Romance']",en,91,3.4,/vVOdKnervWwvxIeJzLCqQzQPs7o.jpg,Gregory's Girl,A teenager falls hard for the female soccer player who has replaced him on the team and attempts to pursue her.
gremlins,927,1984-06-08,"['Fantasy', 'Horror', 'Comedy']",en,106,3.5,/6m0F7fsXjQvUbCZrPWcJNrjvIui.jpg,Gremlins,"When Billy Peltzer is given a strange but adorable pet named Gizmo for Christmas, he inadvertently breaks the three important rules of caring for a Mogwai, unleashing a horde of mischievous gremlins on a small town."
gremlins-2-the-new-batch,928,1990-06-15,"['Comedy', 'Horror', 'Fantasy']",en,106,3.2,/35F5yD7MljvBE2AC0NHAVCoPGEi.jpg,Gremlins 2: The New Batch,"Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!"
greta-2018,471506,2019-02-28,"['Mystery', 'Thriller', 'Horror', 'Drama']",en,98,3.3,/9hBpFyJ3pGdupXbaC2L7nGvLMBn.jpg,Greta,"A young woman returns a lonely widow’s lost purse, leading to an unlikely relationship between the two — until the young woman discovers the widow might not be all that she seems."
gretel-hansel,542224,2020-01-30,"['Fantasy', 'Horror', 'Mystery']",en,87,3.0,/mBBBXseq4k4dI63k06XIrsc02j8.jpg,Gretel & Hansel,"A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil."
grey-gardens,17346,1976-02-19,['Documentary'],en,95,3.6,/qFPj6Eh3ijA4ISRujHu4GKKeAWT.jpg,Grey Gardens,"Edie Bouvier Beale and her mother, Edith, two aging, eccentric relatives of Jackie Kennedy Onassis, are the sole inhabitants of a Long Island estate. The women reveal themselves to be misfits with outsized, engaging personalities. Much of the conversation is centered on their pasts, as mother and daughter now rarely leave home."
greyhound,516486,2020-07-09,"['War', 'Action', 'Drama']",en,92,3.7,/kjMbDciooTbJPofVXgAoFjfX8Of.jpg,Greyhound,"A first-time captain leads a convoy of allied ships carrying thousands of soldiers across the treacherous waters of the ""Black Pit"" to the front lines of WWII. With no air cover protection for 5 days, the captain and his convoy must battle the surrounding enemy Nazi U-boats in order to give the allies a chance to win the war."
grimsby,267193,2016-02-24,"['Action', 'Comedy']",en,83,3.0,/2jQGFmShpdflApc5oidJZ97m1d1.jpg,Grimsby,"Wrongfully accused and on the run, a top MI6 assassin joins forces with his long-lost, football hooligan brother to save the world from a sinister plot."
grindhouse,285923,2007-04-06,"['Thriller', 'Action', 'Horror']",en,191,3.5,/tvMBwJlmQTIQf5EBjHzzyE9tjcN.jpg,Grindhouse,"Grindhouse combines Robert Rodriguez's Planet Terror, a horror comedy about a group of survivors who battle zombie-like creatures, and Quentin Tarantino's Death Proof, an action thriller about a murderous stuntman who kills young women with modified vehicles. It is presented as a double feature with fictitious exploitation trailers before each segment."
gringo-2018,340022,2018-03-08,"['Comedy', 'Action', 'Crime']",en,111,2.9,/dxeVPklFwng2IowqRPNI4od6aXv.jpg,Gringo,An American businessman with a stake in a pharmaceutical company that's about to go public finds his life is thrown into turmoil by an incident in Mexico.
grizzly,55784,1976-05-21,"['Horror', 'Adventure', 'Thriller']",en,91,2.5,/sqZK6sL7T2agJeeiM7jWvBxmDgB.jpg,Grizzly,"An eighteen-foot grizzly bear figures out that humans make for a tasty treat. As a park ranger tries rallying his men to bring about the bear's capture or destruction, his efforts are thwarted by the introduction of dozens of drunken hunters into the area."
grizzly-man,501,2005-07-28,['Documentary'],en,103,3.8,/zuZWpcuye25rpsiZ4XzsAvmLDHG.jpg,Grizzly Man,"Werner Herzog's documentary film about the ""Grizzly Man"" Timothy Treadwell and what the thirteen summers in a National Park in Alaska were like in one man's attempt to protect the grizzly bears. The film is full of unique images and a look into the spirit of a man who sacrificed himself for nature."
groot-takes-a-bath,1010821,2022-08-10,"['Animation', 'Family', 'Comedy', 'Science Fiction']",en,6,3.5,/sN7FJP06TsNNtK9Jr77dc25yI82.jpg,Groot Takes a Bath,"Everybody needs some alone time to relax and wash up, but things go quite differently when you’re a Flora Colossi toddler."
groots-first-steps,1010818,2022-08-10,"['Animation', 'Family', 'Comedy', 'Science Fiction']",en,6,3.5,/1ifiV9ZJD4tC3tRYcnLIzH0meaB.jpg,Groot's First Steps,"Following the events of “Guardians of the Galaxy Vol. 1,” Baby Groot is finally ready to try taking his first steps out of his pot—only to learn you have to walk before you can run."
groots-pursuit,1010820,2022-08-10,"['Animation', 'Family', 'Comedy', 'Science Fiction']",en,6,3.5,/z5AQHYTTx7DzG9CRd01ny9DtqNE.jpg,Groot's Pursuit,"Groot investigates a spooky noise that’s been haunting the Quadrant, which leads to an intense dance off."
grosse-pointe-blank,9434,1997-04-11,"['Action', 'Comedy', 'Thriller', 'Romance']",en,107,3.5,/7lQ0MSNQqBTYpXTTZL82u1n95Z3.jpg,Grosse Pointe Blank,"Martin Blank is a hitman for hire. When he starts to develop a conscience, he botches a couple of routine jobs. On the advice of his secretary and his psychiatrist, he decides to attend his ten-year high school reunion in Grosse Pointe, Michigan."
groundhog-day,137,1993-02-11,"['Romance', 'Fantasy', 'Drama', 'Comedy']",en,101,3.8,/gCgt1WARPZaXnq523ySQEUKinCs.jpg,Groundhog Day,"A narcissistic TV weatherman, along with his attractive-but-distant producer, and his mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over."
grown-ups,38365,2010-06-24,['Comedy'],en,102,3.2,/ys0LscDFAuZxfUcpH5moiPeFfXs.jpg,Grown Ups,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend."
grown-ups-2,109418,2013-07-11,['Comedy'],en,101,3.1,/hT6ijOtjtYrnyDhN7VA2QWyGFAm.jpg,Grown Ups 2,"Lenny has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises—the last day of school."
grudge-match,64807,2013-12-25,['Comedy'],en,113,3.0,/jTq9jYTKKo6EhQPso4xTMpPYYXW.jpg,Grudge Match,A pair of aging boxing rivals are coaxed out of retirement to fight one final bout -- 30 years after their last match.
grumpy-old-men,11520,1993-12-25,['Comedy'],en,103,3.3,/iMY7yFn4gMvGaQYMGWnyX2QgvHZ.jpg,Grumpy Old Men,"For decades, next-door neighbors and former friends John and Max have feuded, trading insults and wicked pranks. When an attractive widow moves in nearby, their bad blood erupts into a high-stakes rivalry full of naughty jokes and adolescent hijinks."
guardians-of-the-galaxy,118340,2014-07-30,"['Action', 'Science Fiction', 'Adventure']",en,121,4.0,/jPrJPZKJVhvyJ4DmUTrDgmFN0yG.jpg,Guardians of the Galaxy,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser."
guardians-of-the-galaxy-vol-2,283995,2017-04-19,"['Science Fiction', 'Adventure', 'Action']",en,137,3.8,/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,Guardians of the Galaxy Vol. 2,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.
guardians-of-the-galaxy-vol-3,447365,2023-05-03,"['Science Fiction', 'Adventure', 'Action']",en,150,4.0,/r2J02Z2OpNTctfOSN1Ydgii51I3.jpg,Guardians of the Galaxy Vol. 3,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them."
guava-island,543343,2019-04-13,"['Comedy', 'Thriller', 'Music']",en,56,3.4,/oQ5OnvNNGUYOPh3iTjmqx6GPsdc.jpg,Guava Island,"Deni Maroon, a musician and dock worker is determined to pull off a music festival against the interests of the local factory owner."
guess-whos-coming-to-dinner,1879,1967-12-11,"['Drama', 'Romance']",en,108,3.8,/fkHeYWahNbhxhuLefaAg553lYo5.jpg,Guess Who's Coming to Dinner,A couple's attitudes are challenged when their daughter brings home a fiancé who is black.
guillermo-del-toros-pinocchio,555604,2022-11-09,"['Animation', 'Fantasy', 'Drama']",en,117,4.0,/vx1u0uwxdlhV2MUzj4VlcMB0N6m.jpg,Guillermo del Toro's Pinocchio,"During the rise of fascism in Mussolini's Italy, a wooden boy brought magically to life struggles to live up to his father's expectations."
gullivers-travels-2010,38745,2010-12-23,"['Family', 'Comedy', 'Adventure', 'Fantasy']",en,85,2.6,/tazLyiF4q2w07jXjg4z4CQZgvY.jpg,Gulliver's Travels,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens."
gummo,18415,1997-10-17,"['Drama', 'Comedy']",en,89,3.3,/tMdoCRx0XIPR5uYBwxbxR7WCNBb.jpg,Gummo,"Solomon and Tummler are two teenagers killing time in Xenia, Ohio, a small town that has never recovered from the tornado that ravaged the community in the 1970s."
gun-crazy,18671,1950-01-20,"['Crime', 'Romance', 'Thriller']",en,87,3.8,/kC1IIitCJTZLwZyuQnKw4zaOaXc.jpg,Gun Crazy,"Bart Tare is an ex-Army man who has a lifelong fixation with guns, he meets a kindred spirit in sharpshooter Annie Starr and goes to work at a carnival. After upsetting the carnival owner who lusts after Starr, they both get fired. Soon, on Starr's behest, they embark on a crime spree for cash."
gunpowder-milkshake,574060,2021-07-14,"['Action', 'Crime', 'Thriller']",en,114,3.2,/56ofGPMOZCwlTjTao5fB7vnGOoj.jpg,Gunpowder Milkshake,"To protect an 8-year-old girl, a dangerous assassin reunites with her mother and her lethal associates to take down a ruthless crime syndicate and its army of henchmen."
guns-akimbo,457335,2020-02-27,"['Action', 'Comedy', 'Crime', 'Thriller']",en,98,3.2,/2kNnf7BwRCEm4bcFkdiE0T4U25s.jpg,Guns Akimbo,"An ordinary guy suddenly finds himself forced to fight a gladiator-like battle for a dark website that streams the violence for viewers. In order to survive and rescue his kidnapped ex-girlfriend, he must battle Nix, a heavily armed and much more experienced fighter."
guy-and-madeline-on-a-park-bench,46504,2010-03-28,"['Drama', 'Music', 'Romance']",en,83,2.7,/vDkCRtc70qCdJeWb2axIBtM8PGx.jpg,Guy and Madeline on a Park Bench,"After connecting with the shy Madeline, a jazz trumpeter embarks on a quest for a more gregarious paramour, but through a series of twists and turns punctuated by an original score, the two lovers seem destined to be together."
