movie_id,tmdb_id,release_date,genres,original_language,runtime,vote_average,poster_path,title,overview
my-best-friends-wedding,8874,1997-06-19,"['Comedy', 'Romance']",en,105,3.3,/b5g4bp8gS5ovMyR5439AII6zQ3n.jpg,My Best Friend's Wedding,"When she receives word that her longtime platonic pal Michael O'Neal is getting married to debutante Kimberly Wallace, food critic Julianne Potter realizes her true feelings for Michael -- and sets out to sabotage the wedding."
my-big-fat-greek-wedding,8346,2002-04-19,"['Comedy', 'Drama', 'Romance']",en,95,3.2,/ztc05ym0T3stnBpRHdxEs3Zwsmp.jpg,My Big Fat Greek Wedding,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.
my-big-fat-greek-wedding-2,302688,2016-03-23,"['Romance', 'Comedy']",en,94,3.0,/lfPqApnLVPsYfdbpSHNnHIxTdmd.jpg,My Big Fat Greek Wedding 2,"The continuing adventures of the Portokalos family. A follow-up to the 2002 comedy, ""My Big Fat Greek Wedding."""
my-bloody-valentine,39874,1981-02-11,"['Horror', 'Mystery', 'Thriller']",en,90,3.2,/kl3mewFceFtYIavvGts2atzB0e0.jpg,My Bloody Valentine,"Twenty years after a Valentine's Day tragedy claimed the lives of five miners, Harry Warden returns for a vengeful massacre among teen sweethearts gearing up for another party."
my-bloody-valentine-2009,14435,2009-01-16,"['Horror', 'Mystery', 'Thriller']",en,101,2.8,/9biIVOMTdvv4aj4a5HClmrK5EHB.jpg,My Bloody Valentine,"Ten years after a Valentine's Day tragedy claimed the lives of five miners, Harry Warden returns for a vengeful massacre among teen sweethearts gearing up for another party."
my-blueberry-nights,1989,2007-11-28,"['Drama', 'Romance']",cn,95,3.2,/w9w3m2IB9QRZXxi6R51ZamKv3HS.jpg,My Blueberry Nights,"Elizabeth has just been through a particularly nasty breakup, and now she's ready to leave her friends and memories behind as she chases her dreams across the country. In order to support herself on her journey, Elizabeth picks up a series of waitress jobs along the way. As Elizabeth crosses paths with a series of lost souls whose yearnings are even greater than her own, their emotional turmoil ultimately helps her gain a greater understanding of her own problems..."
my-cousin-rachel-2017,413998,2017-06-08,"['Drama', 'Romance']",en,106,2.9,/lLPm7mjg8a8Y5veds4fhSWwvlFS.jpg,My Cousin Rachel,"A young Englishman plots revenge against his mysterious, beautiful cousin, believing that she murdered his guardian. But his feelings become complicated as he finds himself falling under the beguiling spell of her charms."
my-cousin-vinny,10377,1992-03-13,['Comedy'],en,120,3.7,/iwSURa8nS2ujwrU3s1lfxxX7voH.jpg,My Cousin Vinny,"Two carefree pals from Brooklyn traveling through rural Alabama on their way back to college are mistakenly arrested, and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend, to try his first case, it's a real shock - for him and the Deep South!"
my-darling-clementine,3088,1946-10-17,"['Western', 'Romance', 'Drama']",en,97,3.7,/o7G5klSt9i8LQZdUNvrWUJbbxAO.jpg,My Darling Clementine,Three brothers stop off for a night in the town of Tombstone. The next morning they find one of their brothers dead and their cattle stolen. They decide to take revenge on the culprits.
my-dinner-with-andre,25468,1981-10-11,['Drama'],en,110,3.8,/u2KB70Xlzwg920mYWlGb18YIatd.jpg,My Dinner with Andre,"Wally, a struggling playwright and actor, reluctantly agrees to catch up with his old friend Andre, a theater director who disappeared several years prior in order to travel the world. Meeting at a posh Manhattan restaurant, the two share life stories, anecdotes and philosophical musings over the course of an evening meal."
my-fair-lady,11113,1964-10-21,"['Music', 'Comedy', 'Romance', 'Drama']",en,170,3.8,/bTXVc29lGSNclf94VIZ49W4gGKl.jpg,My Fair Lady,A snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.
my-first-summer,741011,2020-10-24,"['Drama', 'Romance']",en,78,4.0,/7GBMVO09clB7HUgfqbjZmOVAPOi.jpg,My First Summer,"Isolated on a remote property, 16-year-old Claudia finds her world transformed when a spirited girl named Grace wanders into her garden."
my-friend-dahmer,445040,2017-11-03,"['History', 'Drama', 'Crime']",en,107,3.2,/c6HoPIBcRv9l2tPB8hbivq71Nw.jpg,My Friend Dahmer,"Jeffrey Dahmer struggles with a difficult family life as a young boy. During his teenage years he slowly transforms, edging closer to the serial killer he was to become."
my-girl,4032,1991-11-27,"['Comedy', 'Drama']",en,103,3.7,/1nNh5XmEI4LO6dicnMwov2bnyHk.jpg,My Girl,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse..."
my-left-foot-the-story-of-christy-brown,10161,1989-04-07,['Drama'],en,103,3.8,/GRAAl0bMQFoFIjV3aunc5jsM5u.jpg,My Left Foot: The Story of Christy Brown,"No one expects much from Christy Brown, a boy with cerebral palsy born into a working-class Irish family. Though Christy is a spastic quadriplegic and essentially paralyzed, a miraculous event occurs when, at the age of 5, he demonstrates control of his left foot by using chalk to scrawl a word on the floor. With the help of his steely mother — and no shortage of grit and determination — Christy overcomes his infirmity to become a painter, poet and author."
my-life-as-a-zucchini,393559,2016-09-22,"['Animation', 'Comedy', 'Drama', 'Family']",fr,66,3.9,/2uu8fIzl76C9MFiUQhjKYSLKVq.jpg,My Life as a Zucchini,"After his mother’s death, Zucchini is befriended by a kind police officer, Raymond, who accompanies him to his new foster home filled with other orphans his age. There, with the help of his newfound friends, Zucchini eventually learns to trust and love as he searches for a new family of his own."
my-man-godfrey,13562,1936-09-02,['Comedy'],en,95,3.8,/wtfOW7fIxBZWY78rvUoPpWhMSiR.jpg,My Man Godfrey,"Fifth Avenue socialite Irene Bullock needs a ""forgotten man"" to win a scavenger hunt, and no one is more forgotten than Godfrey Park, who resides in a dump by the East River. Irene hires Godfrey as a servant for her riotously unhinged family, to the chagrin of her spoiled sister, Cornelia, who tries her best to get Godfrey fired. As Irene falls for her new butler, Godfrey turns the tables and teaches the frivolous Bullocks a lesson or two."
my-name-is-julia-ross,42077,1945-11-08,"['Thriller', 'Mystery']",en,65,3.4,/ofUTB5ojMTr6mndUxVQan5p8p2X.jpg,My Name Is Julia Ross,"Julia Ross secures employment with a wealthy widow and goes to live at her house. Two days later, she awakens in a different house in different clothes and with a new identity."
my-neighbor-totoro,8392,1988-04-16,"['Fantasy', 'Animation', 'Family']",ja,86,4.0,/rtGDOeG9LzoerkDGZF9dnVeLppL.jpg,My Neighbor Totoro,"Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her."
my-neighbors-the-yamadas,16198,1999-07-17,"['Animation', 'Comedy', 'Family']",ja,104,3.5,/nj0ijnOozQtu52r0ncut769G1FX.jpg,My Neighbors the Yamadas,"The Yamadas are a typical middle class Japanese family in urban Tokyo and this film shows us a variety of episodes of their lives. With tales that range from the humorous to the heartbreaking, we see this family cope with life's little conflicts, problems, and joys in their own way."
my-night-at-mauds,48831,1969-06-04,"['Romance', 'Comedy', 'Drama']",fr,110,3.9,/9usKgth3ROn4LwPQ7tTvxKnpBGL.jpg,My Night at Maud's,"The Catholic Jean-Louis runs into an old friend, the Marxist Vidal, in Clermont-Ferrand around Christmas. Vidal introduces Jean-Louis to the modestly libertine, recently divorced Maud and the three engage in conversation on religion, atheism, love, morality and Blaise Pascal's life and writings on philosophy, faith and mathematics. Jean-Louis ends up spending a night at Maud's. Jean-Louis' Catholic views on marriage, fidelity and obligation make his situation a dilemma, as he has already, at the very beginning of the film, proclaimed his love for a young woman whom, however, he has never yet spoken to."
my-octopus-teacher,682110,2020-09-04,['Documentary'],en,85,3.9,/hvTVZb7hBC8tZAGoEhH5eiMJu2B.jpg,My Octopus Teacher,"After years of swimming every day in the freezing ocean at the tip of Africa, Craig Foster meets an unlikely teacher: a young octopus who displays remarkable curiosity. Visiting her den and tracking her movements for months on end he eventually wins the animal’s trust and they develop a never-before-seen bond between human and wild animal."
my-own-private-idaho,468,1991-02-01,['Drama'],en,104,3.5,/p9TF90Pb5yg2MNb2UztzyXktMm4.jpg,My Own Private Idaho,"In this loose adaptation of Shakespeare's ""Henry IV,"" Mike Waters is a hustler afflicted with narcolepsy. Scott Favor is the rebellious son of a mayor. Together, the two travel from Portland, Oregon to Idaho and finally to the coast of Italy in a quest to find Mike's estranged mother. Along the way they turn tricks for money and drugs, eventually attracting the attention of a wealthy benefactor and sexual deviant."
my-policeman,744114,2022-10-20,"['Drama', 'Romance']",en,113,3.9,/wdbiMjXd4CxPfCx4r4Jfy8cGec0.jpg,My Policeman,"In the late 1990s, the arrival of elderly invalid Patrick into Marion and Tom’s home triggers the exploration of seismic events from 40 years previous: the passionate relationship between Tom and Patrick at a time when homosexuality was illegal."
my-scientology-movie,359871,2016-05-05,['Documentary'],en,99,3.3,/mTAZFb79cum6bfU41C96DwMCp6Y.jpg,My Scientology Movie,"Following a long fascination with the religion and with much experience in dealing with eccentric, unpalatable and unexpected human behavior, the beguilingly unassuming Theroux won't take no for an answer when his request to enter the Church's headquarters is turned down. Inspired by the Church's use of filming techniques, and aided by ex-members of the organization, Theroux uses actors to replay some incidents people claim they experienced as members in an attempt to better understand the way it operates. In a bizarre twist, it becomes clear that the Church is also making a film about Louis Theroux."
my-sisters-keeper-2009,10024,2009-06-26,['Drama'],en,109,3.7,/atRGqnG7pe0hZP97RWDLrT2hRGZ.jpg,My Sister's Keeper,"Sara and Brian live an idyllic life with their young son and daughter. But their family is rocked by sudden, heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girl's life. The parents' desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship. Their actions ultimately set off a court case that threatens to tear the family apart, while revealing surprising truths that challenge everyone's perceptions of love and loyalty and give new meaning to the definition of healing."
my-son-my-son-what-have-ye-done,44027,2010-07-08,"['Crime', 'Drama', 'Thriller']",en,91,3.0,/sUS8WNlJblq2GMCFPKBHzhu0XDC.jpg,"My Son, My Son, What Have Ye Done","Brad has committed murder and barricaded himself inside his house. With the help of his friends and neighbours, the cops piece together the strange tale of how this nice young man arrived at such a dark place."
my-soul-to-take,43931,2010-10-08,"['Horror', 'Mystery']",en,108,2.8,/3dOFUWCue0ovlGpUhuEDmOikTPk.jpg,My Soul to Take,"On the day the Riverton Ripper vanished without a trace, seven children were born. Today, they're all turning 16... and turning up dead."
my-spy-2020,592834,2020-01-09,"['Family', 'Action', 'Comedy']",en,99,3.5,/n2C6jRK9PtPIs99RQhKtqGlsnsO.jpg,My Spy,"A hardened CIA operative finds himself at the mercy of a precocious 9-year-old girl, having been sent undercover to surveil her family."
my-super-ex-girlfriend,4474,2006-07-20,"['Comedy', 'Science Fiction', 'Romance']",en,95,2.6,/vs4jcY5NQA24zFGihY2EiqEA5hI.jpg,My Super Ex-Girlfriend,"When New York architect Matt Saunders dumps his new girlfriend Jenny Johnson - a smart, sexy and reluctant superhero known as G-Girl - she uses her powers to make his life a living hell!"
my-week-with-marilyn,75900,2011-11-23,"['Drama', 'Romance']",en,99,3.4,/5naqXRY1Zug5cyJJbO9H4DOg28q.jpg,My Week with Marilyn,"London, 1956. Genius actor and film director Laurence Olivier is about to begin the shooting of his upcoming movie, premiered in 1957 as The Prince and the Showgirl, starring Marilyn Monroe. Young Colin Clark, who dreams on having a career in movie business, manages to get a job on the set as third assistant director."
my-winnipeg,13241,2008-06-13,"['Documentary', 'Drama', 'Comedy']",en,80,3.5,/nytcKOHE4CF7OlSej4zpIVEbCy7.jpg,My Winnipeg,"The geographical dead center of North America and the beloved birthplace of Guy Maddin, Winnipeg, is the frosty and mysterious star of Maddin’s film. Fact, fantasy and memory are woven seamlessly together in this work, conjuring a city as delightful as it is fearsome."
my-year-of-dicks,971188,2023-02-17,"['Animation', 'Comedy']",en,26,3.3,/mfOZCsCyUcwSwy2O2aJBZZC8fNw.jpg,My Year of Dicks,An imaginative 15-year-old is stubbornly determined to lose her virginity despite the pathetic pickings in the outskirts of Houston in the early '90s.
mysterious-skin,11171,2005-03-30,['Drama'],en,105,3.9,/wgSwDqhl6Rt3cuSCwt5sNpPna3x.jpg,Mysterious Skin,"A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth."
mystery-men,9824,1999-08-06,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Science Fiction']",en,121,2.9,/ciVSbFmDecOIwlxl9F6GhHVgCVJ.jpg,Mystery Men,"When Champion City's hero Captain Amazing is kidnapped by the recently paroled supervillain Casanova Frankenstein, a trio of average, everyday superheroes -- Mr. Furious, the Shoveler and the Blue Raja -- assemble a new super team to save him."
mystery-of-the-wax-museum,32652,1933-02-18,"['Horror', 'Mystery']",en,77,3.2,/rs4FJ6F5gY0wDqNGzGqV5OU7VzS.jpg,Mystery of the Wax Museum,The disappearance of people and corpses leads a reporter to a wax museum and a sinister sculptor.
mystery-team,38087,2009-08-28,"['Comedy', 'Crime', 'Mystery', 'Thriller']",en,97,3.1,/AbqRb1hlCb8jPVqFXL5hwrj8hQO.jpg,Mystery Team,A group of former Encyclopedia Brown-style child-detectives struggle to solve an adult mystery.
mystery-train,11305,1989-09-06,['Comedy'],en,106,3.7,/f11xq7dBGhz9UDc3dabldAGeXVH.jpg,Mystery Train,"In Memphis, Tennessee, over the course of a single night, the Arcade Hotel, run by an eccentric night clerk and a clueless bellboy, is visited by a young Japanese couple traveling in search of the roots of rock; an Italian woman in mourning who stumbles upon a fleeing charlatan girl; and a comical trio of accidental thieves looking for a place to hide."
mystic-pizza,11191,1988-10-13,"['Drama', 'Romance']",en,104,3.1,/bV3MvnUTgKlbGi7K1QaYNLhdOlM.jpg,Mystic Pizza,"Three teenage girls come of age while working at a pizza parlor in Mystic, Connecticut."
mystic-river,322,2003-10-07,"['Thriller', 'Crime', 'Drama', 'Mystery']",en,138,3.9,/hCHVDbo6XJGj3r2i4hVjKhE0GKF.jpg,Mystic River,The lives of three men who were childhood friends are shattered when one of them suffers a family tragedy.
nacho-libre,9353,2006-06-16,"['Comedy', 'Family', 'Drama']",en,92,3.2,/kh7B91bMl2lZ0mH9WhPfaNUIEQH.jpg,Nacho Libre,"Nacho Libre is loosely based on the story of Fray Tormenta (""Friar Storm""), aka Rev. Sergio Gutierrez Benitez, a real-life Mexican Catholic priest who had a 23-year career as a masked luchador. He competed in order to support the orphanage he directed."
naked,21450,1993-09-14,"['Drama', 'Comedy']",en,131,3.6,/xMYP4uaNeyPmX4FQ2xxWk2eIN6K.jpg,Naked,An unemployed Brit vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.
naked-gun-33-the-final-insult,36593,1994-03-18,"['Comedy', 'Crime']",en,83,3.2,/p0AYsdgkudR9P5fNV5AjzbwQt8W.jpg,Naked Gun 33⅓: The Final Insult,"Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he has to find out what top terrorist, Rocco, has planned for when he escapes. Adding to his problems, Frank's wife, Jane, is desperate for a baby."
naked-lunch,2742,1991-12-27,"['Crime', 'Drama']",en,115,3.5,/nSelH9n4ME7tklL9LqETN2u3vxs.jpg,Naked Lunch,"Blank-faced bug killer Bill Lee and his dead-eyed wife, Joan, like to get high on Bill's pest poisons while lounging with Beat poet pals. After meeting the devilish Dr. Benway, Bill gets a drug made from a centipede. Upon indulging, he accidentally kills Joan, takes orders from his typewriter-turned-cockroach, ends up in a constantly mutating Mediterranean city and learns that his hip friends have published his work -- which he doesn't remember writing."
nancy-drew,14043,2007-06-15,"['Family', 'Adventure', 'Crime', 'Mystery', 'Comedy']",en,99,3.0,/a1aAZolyLFRwKhs0IWhFyTa8Z2Z.jpg,Nancy Drew,Intrepid teenage private eye Nancy Drew heads to Tinseltown with her father to investigate the unsolved murder of a movie star in this old-fashioned whodunit based on Carolyn Keene's popular series of books for young adults. But can the small-town girl cut through the Hollywood hype to solve the case?
nanny-2022,843932,2022-11-23,"['Drama', 'Horror']",en,98,2.6,/mPhXHRudGxsXIQq1WM6oVePkFIp.jpg,Nanny,"Aisha, a Senegalese immigrant who takes a job as a nanny for a wealthy white family in New York City, finds herself consumed by unsettling visions and a growing rage."
nanny-mcphee,11283,2005-10-21,"['Fantasy', 'Comedy', 'Family']",en,97,3.4,/j9zWPwaHDWE3K1Mb5RNahzwd3KY.jpg,Nanny McPhee,"Widower Cedric Brown hires Nanny McPhee to care for his seven rambunctious children, who have chased away all previous nannies. Taunted by Simon and his siblings, Nanny McPhee uses mystical powers to instill discipline. And when the children's great-aunt and benefactor, Lady Adelaide Stitch, threatens to separate the kids, the family pulls together under the guidance of Nanny McPhee."
nanny-mcphee-returns,35019,2010-03-26,"['Comedy', 'Fantasy', 'Family']",en,109,3.1,/9cgHfgBXVZmVR63AhwJ82R1kAFS.jpg,Nanny McPhee and the Big Bang,"Nanny McPhee appears at the door of a harried young mother who is trying to run the family farm while her husband is away at war. But once she’s arrived, Nanny discovers that the children are fighting a war of their own against two spoiled city cousins who have just moved in. Relying on everything from a flying motorcycle and a statue that comes to life to a tree-climbing piglet and a baby elephant, Nanny uses her magic to teach her mischievous charges five new lessons."
nanook-of-the-north,669,1922-06-11,"['Documentary', 'Drama']",en,79,3.5,/9WAboi1QbKu41WkyGxQVNpXwwxx.jpg,Nanook of the North,"This pioneering documentary film depicts the lives of the indigenous Inuit people of Canada's northern Quebec region. Although the production contains some fictional elements, it vividly shows how its resourceful subjects survive in such a harsh climate, revealing how they construct their igloo homes and find food by hunting and fishing. The film also captures the beautiful, if unforgiving, frozen landscape of the Great White North, far removed from conventional civilization."
napoleon,42536,1927-01-10,"['Drama', 'History', 'War']",fr,330,3.9,/x0duTwP9rjVpa2O13r1GK8j61qG.jpg,Napoleon,"A biopic of Napoleon Bonaparte, tracing the Corsican's career from his schooldays (where a snowball fight is staged like a military campaign) to his flight from Corsica, through the French Revolution (where a real storm is intercut with a political storm) and the Terror, culminating in his triumphant invasion of Italy in 1797."
napoleon-dynamite,8193,2004-06-11,['Comedy'],en,95,3.4,/6Iv6Uwa2SBLN0dSGM00rdrwN4MJ.jpg,Napoleon Dynamite,"A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home."
narc,11022,2002-01-14,"['Crime', 'Drama', 'Mystery', 'Thriller']",en,105,3.4,/uGHFyVdMQKvIXlsLAoXa5nOUGF.jpg,Narc,"When the trail goes cold on a murder investigation of a policeman, an undercover narcotics officer is lured back to the force to help solve the case."
nashville,3121,1975-06-11,"['Drama', 'Music', 'Comedy']",en,160,3.6,/twl4ovyjb8muFKvZmcCDzPR0hy1.jpg,Nashville,"The intersecting stories of twenty-four characters—from country star to wannabe to reporter to waitress—connect to the music business in Nashville, Tennessee."
national-lampoons-christmas-vacation,5825,1989-11-30,['Comedy'],en,97,3.6,/oat42hUw8XzKYUmfy0YLAxYd484.jpg,National Lampoon's Christmas Vacation,"It's Christmastime, and the Griswolds are preparing for a family seasonal celebration. But things never run smoothly for Clark, his wife Ellen, and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going, knowing that his Christmas bonus is due soon."
national-lampoons-european-vacation,11418,1985-07-25,"['Adventure', 'Comedy', 'Romance']",en,95,3.1,/4IwFj1UWyZlMf8es2URyv6HWxMx.jpg,National Lampoon's European Vacation,"The Griswolds win a vacation to Europe on a game show, and so pack their bags for the continent. They do their best to catch the flavor of Europe, but they just don't know how to be be good tourists. Besides, they have trouble taking holidays in countries where they CAN speak the language."
national-lampoons-loaded-weapon-1,9644,1993-02-04,"['Comedy', 'Crime', 'Action']",en,84,3.0,/moP0nyVWVisqSeH6nMewWyIPV6z.jpg,National Lampoon's Loaded Weapon 1,An LA detective is murdered because she has microfilm with the recipe to make cocaine cookies. Two cops partner to find and stop the fiends before they can dope the nation by distributing their wares via the 'Wilderness Girls' cookie drive.
national-lampoons-vacation,11153,1983-07-29,"['Comedy', 'Adventure']",en,99,3.5,/q3DvoqY06yZnRp9faH6uge7n7VP.jpg,National Lampoon's Vacation,"Clark Griswold is on a quest to take his family to the Walley World theme park for a vacation, but things don't go exactly as planned."
national-lampoons-van-wilder,11452,2002-03-29,"['Comedy', 'Romance']",en,92,3.0,/hl19MAS9hV5QkkUdZuoLleDuNH9.jpg,National Lampoon's Van Wilder,"Van Wilder has been attending college for far too many years and is scared to graduate, but Van’s father eventually realizes what is going on. When he stops paying his son's tuition fees, Van must come up with the money if he wants to stay in college, so he and his friends come up with a great fund-raising idea – throwing parties. However, when the college magazine finds out and reporter, Gwen is sent to do a story on Van Wilder, things get a little complicated."
national-theatre-live-fleabag,620350,2019-09-12,"['Comedy', 'Drama']",en,81,3.9,/wBmmX79NxG6LOztS3PI7uvc5ZBh.jpg,National Theatre Live: Fleabag,"Fleabag may seem oversexed, emotionally unfiltered and self-obsessed, but that's just the tip of the iceberg. With family and friendships under strain and a guinea pig café struggling to keep afloat, Fleabag suddenly finds herself with nothing to lose."
national-treasure,2059,2004-11-19,"['Adventure', 'Action', 'Thriller', 'Mystery']",en,131,3.3,/pxL6E4GBOPUG6CdkO9cUQN5VMwI.jpg,National Treasure,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do."
national-treasure-book-of-secrets,6637,2007-12-13,"['Action', 'Adventure', 'Mystery', 'Thriller']",en,124,3.2,/xxoIBbvmTj1ZttzV439jAvoovTw.jpg,National Treasure: Book of Secrets,"Benjamin Franklin Gates and Abigail Chase re-team with Riley Poole and, now armed with a stack of long-lost pages from John Wilkes Booth's diary, Ben must follow a clue left there to prove his ancestor's innocence in the assassination of Abraham Lincoln."
nativity,49522,2009-11-27,"['Comedy', 'Family']",en,105,3.1,/2APY35DdgOmQIJlVpnjI7Kanjyb.jpg,Nativity!,"Paul, charged with directing his school's Nativity play, falsely boasts that his ex-girlfriend plans to turn the production into a film."
natural-born-killers,241,1994-08-26,"['Crime', 'Thriller', 'Drama']",en,118,3.5,/fEKZwT91gxvkAoyPgpNXo8W5fu0.jpg,Natural Born Killers,Two victims of traumatized childhoods become lovers and serial murderers irresponsibly glorified by the mass media.
nausicaa-of-the-valley-of-the-wind,81,1984-03-11,"['Adventure', 'Animation', 'Fantasy']",ja,117,4.0,/tcrkfB8SRPQCgwI88hQScua6nxh.jpg,Nausicaä of the Valley of the Wind,"After a global war, the seaside kingdom known as the Valley of the Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaä, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth."
navalny,926676,2022-04-08,['Documentary'],en,98,3.6,/49TwWrtOnJjVrMAUvkgrX6WWf11.jpg,Navalny,"Follows the man who survived an assassination attempt by poisoning with a lethal nerve agent in August 2020. During his months-long recovery, he makes shocking discoveries about the attempt on his life and decides to return home."
near-dark,11879,1987-10-02,['Horror'],en,94,3.4,/hVhFNn3IQxxARvnpLIKMx8ZfTtG.jpg,Near Dark,A farm boy reluctantly becomes a member of the undead when a girl he meets turns out to be part of a band of vampires who roam the highways in stolen cars.
nebraska,129670,2013-09-21,"['Drama', 'Adventure']",en,115,3.7,/o1t2Mw18EEBnl8v4Nby3PFjxnM1.jpg,Nebraska,"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize."
need-for-speed,136797,2014-03-12,"['Action', 'Crime', 'Drama', 'Thriller']",en,131,3.2,/z42kyMizgDKetejusZgucSQsQ4l.jpg,Need for Speed,"The film revolves around a local street-racer who partners with a rich and arrogant business associate, only to find himself framed by his colleague and sent to prison. After he gets out, he joins a New York-to-Los Angeles race to get revenge. But when the ex-partner learns of the scheme, he puts a massive bounty on the racer's head, forcing him to run a cross-country gauntlet of illegal racers in all manner of supercharged vehicles."
needful-things,10657,1993-08-27,"['Drama', 'Horror']",en,120,3.1,/9RxE6kd1ky4689WxqX6CHEpIWya.jpg,Needful Things,"A mysterious new shop opens in a small town which always seems to stock the deepest desires of each shopper, with a price far heavier than expected."
neighbors-2-sorority-rising,325133,2016-05-04,['Comedy'],en,92,2.9,/gu3PEiV2uEUXYWbmg1Oiw21Waa.jpg,Neighbors 2: Sorority Rising,A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.
neighbors-2014,195589,2014-05-08,['Comedy'],en,97,3.1,/dyO9BQ4M4flTOAzP79rmsz61yAT.jpg,Neighbors,A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.
neighbours,51406,1952-01-01,"['Animation', 'Comedy']",en,9,3.8,/cG4sKhnrOa8j0aKedjpMLe56cUH.jpg,Neighbours,"In this Oscar-winning short film, Norman McLaren employs the principles normally used to put drawings or puppets into motion to animate live actors. The story is a parable about two people who come to blows over the possession of a flower."
nekromantik,11822,1988-01-29,"['Drama', 'Horror']",de,71,2.5,/uZZGYPcpRKg3zcdgF9Pua2pxKxI.jpg,Nekromantik,"A street sweeper who cleans up after grisly accidents brings home a full corpse for him and his wife to enjoy sexually, but is dismayed to see that his wife prefers the corpse over him."
nemesis,24230,1992-12-26,"['Science Fiction', 'Thriller', 'Action']",en,95,2.7,/yz5iO4Px6ODqqEP57fFqiOesMyJ.jpg,Nemesis,"In the future, chaos is rampant as 'information terrorists' threaten to destroy order in society. Alex is a part-man, part-machine LAPD cop who is the best at what he does. When one of the terrorists calls him a machine, Alex questions his humanity and decides to leave the force. His final assignment is to apprehend an old colleague who has stolen some data. However, there is more than meets the eye and Alex must question his allegiance."
neon-genesis-evangelion-the-end-of-evangelion,18491,1997-07-19,"['Animation', 'Science Fiction', 'Action', 'Drama']",ja,87,4.2,/j6G24dqI4WgUtChhWjfnI4lnmiK.jpg,Neon Genesis Evangelion: The End of Evangelion,"SEELE orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can advance his own plans for the Human Instrumentality Project. Shinji is pushed to the limits of his sanity as he is forced to decide the fate of humanity. An alternate ending to the television series ""Neon Genesis Evangelion"", which aired from 1995 to 1996 and whose final two episodes were controversial for their atypically abstract direction."
neruda-2016,351454,2016-08-11,['Drama'],es,108,3.1,/7WwGjSjEEyP7NrgrI97o3mCezvL.jpg,Neruda,"It’s 1948 and the Cold War has arrived in Chile. In the Congress, prominent Communist Senator and popular poet Pablo Neruda accuses the government of betraying the Party and is stripped of his parliamentary immunity by President González Videla. The Chief of Investigative Police instructs inspector Óscar Peluchonneau to arrest the poet. Neruda tries to escape from the country with his wife, the painter Delia del Carril, but they are forced to go underground."
nerve-2016,328387,2016-06-27,"['Mystery', 'Adventure', 'Crime']",en,96,3.5,/qmSpHC0CSNyNll9WhlwWYuwoQ28.jpg,Nerve,"Industrious high school senior Vee Delmonico has had it with living life on the sidelines. When pressured by friends to join the popular online game Nerve, Vee decides to sign up for just one dare in what seems like harmless fun. But as she finds herself caught up in the thrill of the adrenaline-fueled competition partnered with a mysterious stranger, the game begins to take a sinister turn with increasingly dangerous acts, leading her into a high stakes finale that will determine her entire future."
network,10774,1976-11-14,['Drama'],en,122,3.9,/uFmgWfiykZhStfs1B13fFdUO1Pk.jpg,Network,"When veteran anchorman Howard Beale is forced to retire his 25-year post because of his age, he announces to viewers that he will kill himself during his farewell broadcast. Network executives rethink their decision when his fanatical tirade results in a spike in ratings."
